text,label,prompt,prediction
from her stately place on high.,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
from her stately place on high.",0
that passed with you and me.--,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
that passed with you and me.--",0
"for high, and yet more high, the murmurs swell",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
for high, and yet more high, the murmurs swell",0
"let those whom nature hath not made for store,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
let those whom nature hath not made for store,",0
"said, `pass not, so cold, these manifold",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
said, `pass not, so cold, these manifold",0
whilst this....,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
whilst this....",0
"""the snow that husheth all,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
""the snow that husheth all,",0
"then pausing, thus his prophecy renews:",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
then pausing, thus his prophecy renews:",0
early or late? or shall that commonwealth,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
early or late? or shall that commonwealth",0
"he plays a little, sings a song,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
he plays a little, sings a song,",0
"and twitter, and again are still.",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and twitter, and again are still.",0
my daily thoughts perpetual converse held,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
my daily thoughts perpetual converse held",0
"yon trunk had thrice a hundred rings,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
yon trunk had thrice a hundred rings,",0
low in supplication bending.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
low in supplication bending.",0
"""sorry?  of course you are, though you compress,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
""sorry?  of course you are, though you compress,",0
i would not live alway,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
i would not live alway",0
"the king ordains their entrance, and ascends",1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the king ordains their entrance, and ascends",0
very sleepy with the silence.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
very sleepy with the silence.",0
which clanged along the mountain's marble brow--,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
which clanged along the mountain's marble brow--",0
"it steam in winter like an ox's breath,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
it steam in winter like an ox's breath,",0
"in prosperous days. like a dim, waning lamp",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
in prosperous days. like a dim, waning lamp",0
jarr'd his own golden region; and before,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
jarr'd his own golden region; and before",0
when high i heap it with the weed,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
when high i heap it with the weed",0
the climax of those hopes and duties dear,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the climax of those hopes and duties dear",0
wait his returning strength.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
wait his returning strength.",0
"strove to raise itself in blessing,",1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
strove to raise itself in blessing,",0
nile shall pursue his changeless way:,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
nile shall pursue his changeless way:",0
i must be home by noon-time with the cart.',2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
i must be home by noon-time with the cart.'",0
both the unseen and the seen;,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
both the unseen and the seen;",0
the poet comes the last!,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the poet comes the last!",0
with many sighs;,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
with many sighs;",0
"where, all the long and lone daylight,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
where, all the long and lone daylight,",0
