text,label,prompt,prediction
"and gladys said,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and gladys said,",1
"peep timidly from out its nest,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
peep timidly from out its nest,",1
the hostile cohorts melt away;,3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the hostile cohorts melt away;",1
"and the old swallow-haunted barns,--",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and the old swallow-haunted barns,--",1
"from god's design, with threads of rain!",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
from god's design, with threads of rain!",1
"how over, though, for even me who knew",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
how over, though, for even me who knew",3
"warped into adamantine fretwork, hung",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
warped into adamantine fretwork, hung",3
wilt thou forget the love that joined us here?,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
wilt thou forget the love that joined us here?",1
"the which she bearing home it burned her nest,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the which she bearing home it burned her nest,",3
have roughened in the gales!,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
have roughened in the gales!",1
"pilgrim and soldier, saint and sage,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
pilgrim and soldier, saint and sage,",3
should favour equal to the sons of heaven:,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
should favour equal to the sons of heaven:",1
"some, not so large, in rings,--",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
some, not so large, in rings,--",3
"we're a band!"" said the weary big dragoon.",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
we're a band!"" said the weary big dragoon.",3
fu' to ba' de battle's brunt.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
fu' to ba' de battle's brunt.",3
i lay and watched the lonely gloom;,0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
i lay and watched the lonely gloom;",1
"max laid his hand upon the old man's arm,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
max laid his hand upon the old man's arm,",1
"when on the boughs the purple buds expand,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
when on the boughs the purple buds expand,",1
if the pure and holy angels,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
if the pure and holy angels",3
upon the thought of perfect noon. and when,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
upon the thought of perfect noon. and when",3
"reasoning to admiration, and with mee",1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
reasoning to admiration, and with mee",3
while the rude winds blow off each shadowy crown.,0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
while the rude winds blow off each shadowy crown.",3
"the former, as the slacken’d reins he drew",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the former, as the slacken’d reins he drew",3
"she falls back from the freedom she had hoped.""",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
she falls back from the freedom she had hoped.""",0
"then--i would gather it, to thee unaware,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
then--i would gather it, to thee unaware,",3
"amidst the gold and the purple, and the pillows of his bed:",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
amidst the gold and the purple, and the pillows of his bed:",3
"all hastening onward, yet none seemed to know",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
all hastening onward, yet none seemed to know",3
the wheat-blade whispers of the sheaf.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the wheat-blade whispers of the sheaf.",1
"but o, nevermore can we prison him tight.",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
but o, nevermore can we prison him tight.",3
"(distinctly here the spirit sneezed,)",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
(distinctly here the spirit sneezed,)",3
"may meditate a whole youth's loss,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
may meditate a whole youth's loss,",3
"i'm safe enlisted fer the war,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
i'm safe enlisted fer the war,",3
"whom phoebus taught unerring prophecy,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
whom phoebus taught unerring prophecy,",1
"when thee, the eyes of that harsh long ago",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
when thee, the eyes of that harsh long ago",3
"you have done this, says one judge; done that, says another;",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
you have done this, says one judge; done that, says another;",3
"returne, the starres of morn shall see him rise",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
returne, the starres of morn shall see him rise",1
"the foes inclosing, and his friend pursued,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the foes inclosing, and his friend pursued,",3
in some lady's gyahden.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
in some lady's gyahden.",3
and bow to dread inquisitor and worship lords of dust;,0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and bow to dread inquisitor and worship lords of dust;",1
its temples and its palaces did seem,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
its temples and its palaces did seem",1
"but i, or any demmercrat, feels comf'table to stan' on,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
but i, or any demmercrat, feels comf'table to stan' on,",3
"miles off, three dangerous miles, is home;",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
miles off, three dangerous miles, is home;",1
"else, suffer’d, it will set the heart on fire,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
else, suffer’d, it will set the heart on fire,",3
"who, never looking forward, are indeed",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
who, never looking forward, are indeed",3
"while from his hand i squeeze the golden prize,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
while from his hand i squeeze the golden prize,",1
as when i read in god's own holy book.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
as when i read in god's own holy book.",1
yet that whip's name too noble,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
yet that whip's name too noble",1
"i'm comin', ed.",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
i'm comin', ed.",1
"what gods, what madness, hither steer’d your course?",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
what gods, what madness, hither steer’d your course?",3
"yearns to its source. the spirit thirsts for god,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
yearns to its source. the spirit thirsts for god,",1
the oil upon the puddles dries,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the oil upon the puddles dries",1
when the glance hast lost its beam;,0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
when the glance hast lost its beam;",3
"whether they met on festal eve, in field,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
whether they met on festal eve, in field,",3
"who cometh over the hills,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
who cometh over the hills,",3
"in the shadow of the shores; as dead leaves wake,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
in the shadow of the shores; as dead leaves wake,",3
touch it: the marble eyelids are not wet--,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
touch it: the marble eyelids are not wet--",3
"oh, say, is he, the eternal, there?",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
oh, say, is he, the eternal, there?",3
thy sleep makes ridiculous.,0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
thy sleep makes ridiculous.",1
whose potent unity and concentric force,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
whose potent unity and concentric force",2
of peace? it is thy father's name. thy life,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
of peace? it is thy father's name. thy life",3
"mine eyes were of their madness half beguiled,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
mine eyes were of their madness half beguiled,",3
"jes heavy 'nough to turn a scale thet's doubtfle the wrong way,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
jes heavy 'nough to turn a scale thet's doubtfle the wrong way,",3
it will be spring again.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
it will be spring again.",1
sang as little children sing;,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
sang as little children sing;",1
the things it wrought on; i believe,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the things it wrought on; i believe",3
"from flight, seditious angel, to receave",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
from flight, seditious angel, to receave",2
"what once has been and ne'er shall be again,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
what once has been and ne'er shall be again,",1
"sky, marsh, my soul, and yonder sail.",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
sky, marsh, my soul, and yonder sail.",3
"except in france; and when it’s found in france,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
except in france; and when it’s found in france,",3
whose anvil's even din,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
whose anvil's even din",3
"that truthful teacup, our dictator, knows;",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
that truthful teacup, our dictator, knows;",3
when hills are free from snow,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
when hills are free from snow",3
"endu'd with human voice and human sense,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
endu'd with human voice and human sense,",1
"afar the melancholy thunder moaned,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
afar the melancholy thunder moaned,",1
i have lost the urban ways.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
i have lost the urban ways.",0
"and sorrowful to-day, thy children set",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and sorrowful to-day, thy children set",3
was freedom's home or glory's grave!,3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
was freedom's home or glory's grave!",1
save for a cry that echoes shrill,0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
save for a cry that echoes shrill",1
a golden helm his front and head surrounds,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
a golden helm his front and head surrounds",1
"swing, like a ship at anchor, roun' my base,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
swing, like a ship at anchor, roun' my base,",3
for peace or rest too well he saw,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
for peace or rest too well he saw",1
that passed with you and me.--,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
that passed with you and me.--",3
"for high, and yet more high, the murmurs swell",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
for high, and yet more high, the murmurs swell",1
"let those whom nature hath not made for store,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
let those whom nature hath not made for store,",3
"said, `pass not, so cold, these manifold",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
said, `pass not, so cold, these manifold",3
whilst this....,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
whilst this....",3
"""the snow that husheth all,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
""the snow that husheth all,",1
"then pausing, thus his prophecy renews:",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
then pausing, thus his prophecy renews:",3
early or late? or shall that commonwealth,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
early or late? or shall that commonwealth",3
"he plays a little, sings a song,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
he plays a little, sings a song,",3
"each by his fiery torture howl and rave,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
each by his fiery torture howl and rave,",3
my daily thoughts perpetual converse held,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
my daily thoughts perpetual converse held",3
at once comes tumbling down the rocky wall;,0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
at once comes tumbling down the rocky wall;",1
"sat mournfully guarding their corpses there,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
sat mournfully guarding their corpses there,",1
low in supplication bending.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
low in supplication bending.",3
twas when you stole my maidenhead;,0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
twas when you stole my maidenhead;",3
"""sorry?  of course you are, though you compress,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
""sorry?  of course you are, though you compress,",3
i would not live alway,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
i would not live alway",0
very sleepy with the silence.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
very sleepy with the silence.",1
which clanged along the mountain's marble brow--,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
which clanged along the mountain's marble brow--",3
"it steam in winter like an ox's breath,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
it steam in winter like an ox's breath,",1
"in prosperous days. like a dim, waning lamp",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
in prosperous days. like a dim, waning lamp",0
jarr'd his own golden region; and before,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
jarr'd his own golden region; and before",3
"flood his black hearthstone till its flames expire,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
flood his black hearthstone till its flames expire,",1
when high i heap it with the weed,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
when high i heap it with the weed",3
wait his returning strength.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
wait his returning strength.",1
nile shall pursue his changeless way:,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
nile shall pursue his changeless way:",1
i must be home by noon-time with the cart.',2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
i must be home by noon-time with the cart.'",3
both the unseen and the seen;,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
both the unseen and the seen;",3
the poet comes the last!,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the poet comes the last!",1
with many sighs;,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
with many sighs;",1
"men said, into a smile which guile portended,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
men said, into a smile which guile portended,",3
"still sigurd rides with the brethren, as oft in the other days,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
still sigurd rides with the brethren, as oft in the other days,",1
was she not somewhat that he could not rule,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
was she not somewhat that he could not rule",3
"you didn't stop for fuss,--",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
you didn't stop for fuss,--",3
"deaf, and dumb, and blind, and cold,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
deaf, and dumb, and blind, and cold,",3
i'm here--so far--and starting on again.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
i'm here--so far--and starting on again.",1
see! neptune’s altars minister their brands:,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
see! neptune’s altars minister their brands:",1
"to match your wit against the maker's will,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
to match your wit against the maker's will,",1
"absently fingering and touching it,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
absently fingering and touching it,",3
ran ever clearer speech than that did run,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
ran ever clearer speech than that did run",3
"""i say it's someone passing.""",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
""i say it's someone passing.""",3
"i left the place with all my might, --",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
i left the place with all my might, --",1
"let dat cradle swing,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
let dat cradle swing,",1
he has no calling and he owns no trade.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
he has no calling and he owns no trade.",3
"as they were loosened by that hermit old,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
as they were loosened by that hermit old,",1
"then rose they up around him,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
then rose they up around him,",3
misnames as the dog rosey now.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
misnames as the dog rosey now.",3
"and hoping chink, she talked of morts of luck:",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and hoping chink, she talked of morts of luck:",3
