text,label,prompt,prediction
upon the thought of perfect noon. and when,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
upon the thought of perfect noon. and when",2.0
"she falls back from the freedom she had hoped.""",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
she falls back from the freedom she had hoped.""",0.0
"when thee, the eyes of that harsh long ago",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
when thee, the eyes of that harsh long ago",2.0
"you have done this, says one judge; done that, says another;",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
you have done this, says one judge; done that, says another;",3.0
"returne, the starres of morn shall see him rise",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
returne, the starres of morn shall see him rise",1.0
"who, never looking forward, are indeed",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
who, never looking forward, are indeed",0.0
"while from his hand i squeeze the golden prize,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
while from his hand i squeeze the golden prize,",1.0
as when i read in god's own holy book.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
as when i read in god's own holy book.",1.0
"what gods, what madness, hither steer’d your course?",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
what gods, what madness, hither steer’d your course?",2.0
it spoils me for the smiling of the rest’—,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
it spoils me for the smiling of the rest’—",3.0
"yearns to its source. the spirit thirsts for god,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
yearns to its source. the spirit thirsts for god,",1.0
that wisdom's lips seemed borrowing friendship's heart.,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
that wisdom's lips seemed borrowing friendship's heart.",2.0
whose potent unity and concentric force,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
whose potent unity and concentric force",2.0
"mine eyes were of their madness half beguiled,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
mine eyes were of their madness half beguiled,",2.0
"jes heavy 'nough to turn a scale thet's doubtfle the wrong way,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
jes heavy 'nough to turn a scale thet's doubtfle the wrong way,",0.0
case dey nevah tech a drouf.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
case dey nevah tech a drouf.",0.0
it will be spring again.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
it will be spring again.",1.0
sang as little children sing;,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
sang as little children sing;",1.0
"from flight, seditious angel, to receave",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
from flight, seditious angel, to receave",2.0
"what once has been and ne'er shall be again,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
what once has been and ne'er shall be again,",0.0
for the greek must ask elsewhere.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
for the greek must ask elsewhere.",0.0
"that truthful teacup, our dictator, knows;",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
that truthful teacup, our dictator, knows;",0.0
"uttering bare truth, even so as foes commend.",1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
uttering bare truth, even so as foes commend.",3.0
i have lost the urban ways.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
i have lost the urban ways.",0.0
"but, through the war-cloud, pray to thee",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
but, through the war-cloud, pray to thee",2.0
from her stately place on high.,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
from her stately place on high.",2.0
"let those whom nature hath not made for store,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
let those whom nature hath not made for store,",0.0
"said, `pass not, so cold, these manifold",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
said, `pass not, so cold, these manifold",0.0
low in supplication bending.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
low in supplication bending.",0.0
i would not live alway,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
i would not live alway",0.0
"the king ordains their entrance, and ascends",1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the king ordains their entrance, and ascends",2.0
"in prosperous days. like a dim, waning lamp",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
in prosperous days. like a dim, waning lamp",0.0
the climax of those hopes and duties dear,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the climax of those hopes and duties dear",2.0
with many sighs;,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
with many sighs;",0.0
"men said, into a smile which guile portended,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
men said, into a smile which guile portended,",3.0
"you didn't stop for fuss,--",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
you didn't stop for fuss,--",0.0
ran ever clearer speech than that did run,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
ran ever clearer speech than that did run",2.0
"""what hope wouldst thou hope, o sigurd, ere we kiss, we twain, and depart?""",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
""what hope wouldst thou hope, o sigurd, ere we kiss, we twain, and depart?""",2.0
"i left the place with all my might, --",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
i left the place with all my might, --",0.0
he has no calling and he owns no trade.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
he has no calling and he owns no trade.",0.0
but because she stept to her star right on through death,3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
but because she stept to her star right on through death",1.0
misnames as the dog rosey now.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
misnames as the dog rosey now.",0.0
"and hoping chink, she talked of morts of luck:",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and hoping chink, she talked of morts of luck:",3.0
"the meadows mine, the mountains mine, --",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the meadows mine, the mountains mine, --",1.0
"yet by experience taught we know how good,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
yet by experience taught we know how good,",1.0
"plucked from the death, wilt thou repay me thus?",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
plucked from the death, wilt thou repay me thus?",0.0
"the present is enough, for common souls,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the present is enough, for common souls,",1.0
lift their blue woods in broken chain,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
lift their blue woods in broken chain",0.0
"and kissed him with a sister's kiss,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and kissed him with a sister's kiss,",1.0
"""thou of the god-lent crown,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
""thou of the god-lent crown,",1.0
like pageantry of mist on an autumnal stream.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
like pageantry of mist on an autumnal stream.",1.0
but thy tranquil waters teach,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
but thy tranquil waters teach",2.0
"in all that clang and hewing out of men,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
in all that clang and hewing out of men,",0.0
"a fragrance from the cedars, thickly set",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
a fragrance from the cedars, thickly set",1.0
of bright and dark obscurity;,3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
of bright and dark obscurity;",2.0
"already, land! thou hast declared:  'tis done.",1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
already, land! thou hast declared:  'tis done.",2.0
"the eyes beside had wrung them dry,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the eyes beside had wrung them dry,",0.0
he who plays with old iagoo,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
he who plays with old iagoo",0.0
"like your nest,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
like your nest,",1.0
despised am i by those who call'd me friend,3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
despised am i by those who call'd me friend",0.0
the crack as of her splitting. did she take,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the crack as of her splitting. did she take",0.0
your paynim heroes faster ride,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
your paynim heroes faster ride",2.0
"_you_ took to follerin' where the prophets beckoned,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
_you_ took to follerin' where the prophets beckoned,",1.0
so that my stern resolve was almost gone.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
so that my stern resolve was almost gone.",0.0
"has it become to thee a labyrinth never ending,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
has it become to thee a labyrinth never ending,",2.0
"the quavering thunder thereupon had ceas'd,",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the quavering thunder thereupon had ceas'd,",2.0
kneeling ne'er spoiled silk stockings; quit thy state;,0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
kneeling ne'er spoiled silk stockings; quit thy state;",3.0
shine knightly star and plume of snow?,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
shine knightly star and plume of snow?",2.0
to his aid the strong reverses,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
to his aid the strong reverses",3.0
and the lure of what is called heaven is little or nothing to me.,3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and the lure of what is called heaven is little or nothing to me.",0.0
"with dews of tropic morning wet,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
with dews of tropic morning wet,",1.0
‘received that cheque.’ but you!... i send you funds,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
‘received that cheque.’ but you!... i send you funds",3.0
attend your brother to the stygian flood.”,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
attend your brother to the stygian flood.”",0.0
"halcyons of memory,",1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
halcyons of memory,",2.0
with sincerest conviction their chairs to the shore;,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
with sincerest conviction their chairs to the shore;",2.0
my prayer away i threw;,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
my prayer away i threw;",0.0
"“the nymph, who scatters flaming fires around,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
“the nymph, who scatters flaming fires around,",2.0
swifter far than youth's delight--,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
swifter far than youth's delight--",2.0
"but heaven in thy creation did decree,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
but heaven in thy creation did decree,",1.0
and i've been like that silly girl.,0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and i've been like that silly girl.",2.0
"burns in thee, child?--what good can thee betide,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
burns in thee, child?--what good can thee betide,",0.0
"no, no, you have dismiss'd me; and i go",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
no, no, you have dismiss'd me; and i go",0.0
"did from the altar steal a smouldering brand,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
did from the altar steal a smouldering brand,",2.0
"we’ll say instead, the inconsequent creature, man,—",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
we’ll say instead, the inconsequent creature, man,—",0.0
"lift not your hands in the banded war,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
lift not your hands in the banded war,",0.0
"would my heart and life flow onward, deathward, through this dream of",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
would my heart and life flow onward, deathward, through this dream of",0.0
"but de lawd is all aroun' you,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
but de lawd is all aroun' you,",1.0
"in slumber; for thine enemy never sleeps,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
in slumber; for thine enemy never sleeps,",2.0
"tain't the words alone, but feelin's,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
tain't the words alone, but feelin's,",3.0
"no angry bolt, but harmless flame.",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
no angry bolt, but harmless flame.",2.0
"the love that lived through all the stormy past,",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the love that lived through all the stormy past,",1.0
"but it is not enough, ah! not enough",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
but it is not enough, ah! not enough",0.0
fall again.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
fall again.",0.0
"when thou hadst overcome the sharpness of death, thou didst open the kingdom of heaven to all believers.",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
when thou hadst overcome the sharpness of death, thou didst open the kingdom of heaven to all believers.",1.0
"and wit, like ocean, rose and fell?--",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and wit, like ocean, rose and fell?--",2.0
would we were bidden with the rest!,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
would we were bidden with the rest!",0.0
"listening, with half-suspended breath,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
listening, with half-suspended breath,",3.0
"his hand the captive's fetters broke,",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
his hand the captive's fetters broke,",1.0
"and say, ‘fie, pale-face! are you english girls",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and say, ‘fie, pale-face! are you english girls",0.0
"at length they turn to nothing else but down,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
at length they turn to nothing else but down,",0.0
"nor the president in his presidency, nor the rich in his great house.",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
nor the president in his presidency, nor the rich in his great house.",0.0
the very gods arising mid their carven images:,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the very gods arising mid their carven images:",1.0
a wild and stormy sea;,0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
a wild and stormy sea;",2.0
then the smile from her bright eyes faded and a flush came over her cheek,3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
then the smile from her bright eyes faded and a flush came over her cheek",0.0
"here comes the cripple jane!""  and by a fountain's side",0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
here comes the cripple jane!""  and by a fountain's side",2.0
ef zeke had be'n the bigges' man,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
ef zeke had be'n the bigges' man",1.0
"""rubadub! rubadub! wake and take the road again,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
""rubadub! rubadub! wake and take the road again,",1.0
"swifter was the hunter's rowing,",1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
swifter was the hunter's rowing,",2.0
let the scared dreamer wake to see,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
let the scared dreamer wake to see",3.0
"(like essence-peddlers) thet'll make folks long to be without 'em,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
(like essence-peddlers) thet'll make folks long to be without 'em,",0.0
when blighting was nearest.,0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
when blighting was nearest.",2.0
"the orchestra had cheered till they were hoarse,",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the orchestra had cheered till they were hoarse,",1.0
o'er time's delusive tide.,0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
o'er time's delusive tide.",2.0
"till they have told their fill, could scarce express",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
till they have told their fill, could scarce express",0.0
the morning and the evening made his day.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the morning and the evening made his day.",1.0
"of blooming myrtle and faint lemon-flowers,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
of blooming myrtle and faint lemon-flowers,",1.0
"we hear our mother call from deeps of time,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
we hear our mother call from deeps of time,",1.0
my winter sports begin.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
my winter sports begin.",1.0
and murmured a strange and solemn air;,0,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and murmured a strange and solemn air;",2.0
time never did assuage;,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
time never did assuage;",0.0
the deer invites no longer,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the deer invites no longer",0.0
and willing grow old,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and willing grow old",1.0
"to paris, and you make no sign at all.",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
to paris, and you make no sign at all.",0.0
"the china dustless, the keen knife-blades bright,",1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
the china dustless, the keen knife-blades bright,",2.0
an honest tongue may drop a harmless hint.,1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
an honest tongue may drop a harmless hint.",2.0
to intercept the sunshine and your face.,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
to intercept the sunshine and your face.",1.0
"these fly to the heavens--their course never ends,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
these fly to the heavens--their course never ends,",1.0
"--so they feast in the hall of atli, and that eve is the first of the seven.",1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
--so they feast in the hall of atli, and that eve is the first of the seven.",2.0
"i turned, and saw behind me surge",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
i turned, and saw behind me surge",0.0
"their heads, distilling gore, his chariot grace.",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
their heads, distilling gore, his chariot grace.",2.0
"swifter far than happy night,",1,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
swifter far than happy night,",2.0
"in the worst of his poems are mines of rich matter,",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
in the worst of his poems are mines of rich matter,",1.0
while with thy childlike faith we lean,2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
while with thy childlike faith we lean",1.0
with spring’s delicious trouble in the ground,3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
with spring’s delicious trouble in the ground",1.0
"they are fastened well, nom d'un chien!",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
they are fastened well, nom d'un chien!",0.0
"""a quick consumption, that no art could cure!",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
""a quick consumption, that no art could cure!",0.0
"love works at the centre,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
love works at the centre,",1.0
"and she passed out between the blessed things,",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and she passed out between the blessed things,",2.0
"and that unrest which men miscall delight,",3,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
and that unrest which men miscall delight,",0.0
"eliab this occasion seized,",2,"Classify the sentiment of the following text into one of the four categories: 0 (negative), 1 (positive), 2 (no_impact), 3 (mixed)
eliab this occasion seized,",1.0
